source	reference	sentA	sentB	modification_type	sentA_sem_changed
Labour denies it is devising a plan for Britons to work a four day week but be paid for five days	D Labour tüends bestriite, en Plan z entwickle, wos ermögliche sött, inere Viertagewuche z schaffe, aber für feuf Täg zahlt z werde.	Labour bestritet das es en Plan für Brite entwicklet, e vier-täg wuche z schaffe, aber foif täg zahlt werde	Labour bestritet, am ne Plan zschaffe, nach dem d Brite vier Täg i de Wuche schaffe, aber für füf Täg sölle zahlt werde	substitution	Labour bestritet das es en Plan für Brite entwicklet, e vier-täg wuche z schaffe, aber drü täg zahlt werde
Sources said the idea would 'fit' with the party's economic agenda and plans to tilt the country in favour of workers.	D Quälle tüend säge, dass d Idee zu de Wirtschaftsagända vo de Partei und zu de Plän, s Land zu Gunste vo de Arbeitnähmer z länke, "passe" würd.	Quellene händ gsäit, d'Idee wür mit de wirtschaftliche Agenda vo de Partei und de Plän, s'Land zugunschte vo de Arbeiter z'neige, "passe".	Quelle zufolge „passt“ d Idee zur Wirtschaftsagenda vo de Partei und zu ihrne Plän, s gliichgwicht im Land zugunschte vo de Arbetnähmer z verschiebe.	insertion	Quellene händ nie gsäit, d'Idee wür mit de wirtschaftliche Agenda vo de Partei und de Plän, s'Land zugunschte vo de Arbeiter z'neige, "passe".
"I mean, of course," said Kennedy.	"Ich meine, natürlich", hett de Kenndy gsait.	«Ich mein, natürli», hät de Kennedy gseit.	"Ich meine, natürli", hät de Kennedy gsäit.	insertion	«Ich mein, natürli», hät de Kennedy nie gseit.
Clean water is scarce."	Suubers Wasser isch knapp."	Suubers Trinkwasser isch knapp. "	Suubers Trinkwasser isch knapp."	insertion	Suubers Trinkwasser isch nie knapp. "
Europe captain Thomas Bjorn knows big lead can soon disappear	De Kapitän vo Europa Thomas Björn weiss, dass dde grossi Vorsprung schnäll verschwinde chan.	D Kapitän Thomas Bjørn weiss, dasses mitem Vorsprung bald chan verbi si	Kapitän Thomas Bjørn weiss das es mit em Vorsprung bald verbii cha sii	insertion	D Kapitän Thomas Bjørn weiss nöd, dasses mitem Vorsprung bald chan verbi si
You go full bore tomorrow.	Morn werded ihr ufs Ganze gah.	Morge gahts richtig los.	Morn gaat es richtig los.	deletion	Morge gahts los.
This is not over till you've got the points on the board.	Es isch noni verbi, solang me d Pünkt nöd ufem Brätt hett.	S'Ganze isch ersch verbii, wenn d'Pünkt uf de Azeigetafle sind.	S Ganze isch erscht vorbei, wenn d Punkt auf de Anzäigetafel sind.	deletion	S'Ganze isch verbii, wenn d'Pünkt uf de Azeigetafle sind.
Now, you leave your partner behind and he has to go and get the best out of himself, as well."	Jetz lönder eue Partner zrugg und au er muess s beste us sich usehole."	Jetzt lahsch din Partner hinter dir und er muess ebefalls s'Beschte us sich usehole."	Jetzt lahsch Din Partner hinter dir und er muess ebefalls sBeste us sich usehole."	substitution	Jetzt lahsch din Partner hinter dir und er muess ebefalls se inner Schweinehund us sich usehole."
In contrast to Bjorn, opposite number Jim Furyk will be looking for his players to perform better individually than they did as partners, the exceptions being Jordan Spieth and Justin Thomas, who picked up three points out of four.	Im Gägesatz zum Björn tuet did Gägenüber Jim Furyk vo sine Spiel erwarte, dass sie als Einzelspieler besser abschniide tüend als sin Partner, mit de Usnahm vom Jordan Spieth und em Justin Thomas, wo drü vo vier Pünkt gholt händ.	Im Gägesatz zu Bjorn, wird sis Gegenüber Jim Furyk druf achte, dass sini Spieler einzeln besser abschniide als im Team, mit Uusnahm vo Jordan Spieth und Justin Thomas, wo drüü vo vier Pünkt gwunne händ.	Im Gägesatz zu Bjorn, wird sis Gägeüber em Jim Furyk druff achte, dass sini Spieler einzelne besser abschniided als im Team, mit Usnahm vom Jordan Spieth und Justin Thomas wo drei vo vier Pünkt gwunne hend.	insertion	Im Gägesatz zu Bjorn, wird sis Gegenüber Jim Furyk druf achte, dass sini Spieler einzeln nie besser abschniide als im Team, mit Uusnahm vo Jordan Spieth und Justin Thomas, wo drüü vo vier Pünkt gwunne händ.
However, due to their nocturnal hunting habits their ears are more useful than their eyes when it comes to catching prey.	Ufgrund vo ihrne nächtliche Jagdgwohnheite sind ihri Ohre aber nützlicher als ihri Auge, wenns drum gaht, e Büti z fange.	Jedoch sind ihri Ohre ufgrund vo ihrne nächtliche Jagdgwohnheite nützlicher als ihri Auge, wenns ums Fange vo Büti gaht.	Ufgrund vo ihrere nächtliche Jagdgwohnheite sind iri Ohre aber nützlicher als iri Auge, wenns um's Fangge vo Büüti gaht.	deletion	Jedoch sind ihri Ohre ufgrund vo ihrne nächtliche Jagdgwohnheite nützlicher als ihri Auge, wenns ums Fange gaht.
It has ten trained experts, who regularly carry out surveys, roost inspections and sometimes rescues.	Sie hett über zäh gschuelti Experte, wo regelmässig Erhebige und Schlafplatzinspektione dureführed und mängisch au Flädermüüs rette tüend.	Er hät über 10 usbildeti Experte, wo regelmässig Untersuechige, Inspektione vo Schlafplätz und mängisch Rettigsmassnahme durefüehre.	Es verfüegt über zäh usbildeti Fachlüt, wo regelmässig Bsichtigige, Platzinspektione und mängisch Rettigsaktione durefüehre.	substitution	Er hät über 10 usbildeti Experte, wo regelmässig Untersuechige, Inspektione vo Schlafplätz und magische Rettigsmassnahme durefüehre.
He stresses the importance of checking for bats before carrying out maintenance within properties as it is possible unwitting destruction of a single maternity roost could kill up to 400 females and young, possibly wiping out an entire local population.	Er tuet betone, wie wichtig dass es isch, vo de Durchführig vo de Wartearbeite uf de Grundstück nach Flädermüüs z sueche, wil die unwüssentlichi Zerstörig voneme einzige Muetterschaftsquartier bis zu 400 Wiibli und Jungtier töte und möglicherwiis e ganzi lokali Polulation uslösche chönt.	Er betont, wie wichtig es isch, vor de Instandhaltig innerhalb vo de Grundstück uf Fledermüüs z prüefe, will die unwüssentlichi Zerstörig vomene einzige Entbindigslager bis zu 400 Wiibli und Jungtiere tötet und möglecherwiis e ganzi lokali Bevölkerig chönnt uslösche.	Er betont, wie wichtig es segi, vor Wartigsarbeite ide Güeter zerscht d Ahweseheit vo Flädermüüs uszschlüsse, will es möglich segi, dass di unwillentlichi Zerstörig vomne einzige Nistplatz bis zu 400 Wiibli und Jungtier töted und di ganzi Population vor Ort uslösche chönnt.	insertion	Er betont nie, wie wichtig es isch, vor de Instandhaltig innerhalb vo de Grundstück uf Fledermüüs z prüefe, will die unwüssentlichi Zerstörig vomene einzige Entbindigslager bis zu 400 Wiibli und Jungtiere tötet und möglecherwiis e ganzi lokali Bevölkerig chönnt uslösche.
"No, no, no, no , no.	"Nei, nei, nei, nei, nei.	"Nei, nei, nei, nei.	«Nei, nei, nei, nei, nei.	substitution	"Nei, ja, nei, nei.
"They want to promote themselves by using my name.	Sie wänd sich promote, indem sie min Name dezue verwänded.	"Sie wänd sich dur d Verwendig vo mim Name profiliere.	"Sie wänd sich dur d Verwändig vo mim Name profiliere.	deletion	"Sie wänd d Verwendig vo mim Name profiliere.
Some reporters would contest that assertion: Sanders has not held a White House press briefing since 10 September.	Einigi Reporter würed die Behauptig bestritte: Sanders hett sitem 10. Septämber kei Prässekonferänz meh im Wisse Huus abghalte.	Einigi Reporter würed dere Behauptig wohl widerspräche: Sanders hät sit em 10. Septämber kei Pressekonferänz vom Wisse Huus me abghalte.	Es paar Reporter würded die Behauptig bestritte: Sanders hät sitem 10. September keis Pressebriefing im Wisse Hus meh abghalte.	deletion	Einigi Reporter würed dere Behauptig wohl widerspräche: Sanders hät sit em 10. Septämber kei Pressekonferänz me abghalte.
Some reporters would contest that assertion: Sanders has not held a White House press briefing since 10 September.	Einigi Reporter würed die Behauptig bestritte: Sanders hett sitem 10. Septämber kei Prässekonferänz meh im Wisse Huus abghalte.	Einigi Reporter würed dere Behauptig wohl widerspräche: Sanders hät sit em 10. Septämber kei Pressekonferänz vom Wisse Huus me abghalte.	Einigi Reporter würded dere Behauptig wohl widerspreche: Sanders het sit em 10. September kei Pressekonferenz vom Weiße Huus me abghalte.	substitution	Einigi Senatore würed dere Behauptig wohl widerspräche: Sanders hät sit em 10. Septämber kei Pressekonferänz vom Wisse Huus me abghalte.
Some reporters would contest that assertion: Sanders has not held a White House press briefing since 10 September.	Einigi Reporter würed die Behauptig bestritte: Sanders hett sitem 10. Septämber kei Prässekonferänz meh im Wisse Huus abghalte.	Es paar Reporter würded die Behauptig bestritte: Sanders hät sitem 10. September keis Pressebriefing im Wisse Hus meh abghalte.	Einigi Reporter würded dere Behauptig wohl widerspreche: Sanders het sit em 10. September kei Pressekonferenz vom Weiße Huus me abghalte.	insertion	Es paar Reporter würded die Behauptig bestritte: Sanders hät sitem 10. September keis Pressebriefing im Wisse Hus meh elai abghalte.
The move will neutralise the success of Corbyn's drive to attract young voters	De Schritt wird de Erfolg vo de Bemühige vom Corbyn, jungi Wähler azlocke, neutralisiere	De Schritt wird de Erfolg vo Corbyns Bestrebe, jungi Wähler z gwünne, neutralisiere	De Schritt wird de Erfolg vo Corbyns Bestrebe, jungi Wähler zgünne, neutralisiere	substitution	De Schritt wird de Erfolg vo Corbyns Bestrebe, alti Wähler z gwünne, neutralisiere
An estimated 13 per cent of new-build London properties are bought by non-UK residents, driving up prices and making it harder for first-time buyers to get a foot on the housing ladder.	Schätzigswiis 13 Prozänt vo de Neubauimmobilie in London sind vo nöd-britische Iwohner kauft worde, was d Priise id Höhi triibe tuet und es fürd Iwohner schwieriger macht, en Fuess ufd Huusträppe z setze.	Schätzigswis 13 Prozänt vode Neubaute in London werded vo Nöd-UK-Bewohner kauft, was d Priise id Höchi triibt und es für Erstchäufer schwieriger macht, en Fuess ufd Wohnigsleiter zbecho.	Schätzigswiis 13 Prozänt vo de Neubaute in London werded vo nöd-UK-Bewohner chauft, was d Priise id Höchi triibt unds für Erschtchäufer schwieriger macht en Fuess uf d Wohnigsleiter z becho.	substitution	Schätzigswis 13 Prozänt vode Neubaute in London werded vo Nöd-UK-Bewohner kauft, was d Priise id Höchi triibt und es für Erstchäufer einfacher macht, en Fuess ufd Wohnigsleiter zbecho.
And that means fixing our broken housing market.	Und das bedütet au s Repariere vo eusem kaputte Immobiliemarkt.	Und das bedüted oise kaputte Immobiliemärt zrepariere.	Und das bedütet, oise kaputti Immobiliemarkt zrepariere.	deletion	Und das bedüted oise Immobiliemärt zrepariere.
But playing can be tough.	Aber Spiele chan härt si.	Aber spiele chan hert sii.	Aber spile chan härt si.	deletion	Aber chan hert sii.
But playing can be tough.	Aber Spiele chan härt si.	Aber spiele chan hert sii.	Aber spiele chan hert sind.	insertion	Aber spiele chan au hert sii.
But playing can be tough.	Aber Spiele chan härt si.	Aber spile chan härt si.	Aber spiele chan hert sind.	deletion	Aber spile chan si.
She remembers a cab ride in Boston before the 2016 election.	Sie tuet sich ane Taxifahrt in Boston vor de Wahle 2016 erinnere.	Si erinnered sich an e Taxifahrt in Boston vor de Wahl 2016.	Sie erineret sich a e Taxifahrt i Boston vor de Wahl im Jahr 2016.	deletion	Si erinnered sich an Boston vor de Wahl 2016.
"He said, "Because he makes me laugh,"" Ms. Scovell told me.	"Er hett gsait: "Wil er mich zum Lache bringt", hett d Frau Scovell verzellt.	«Er hät gseit: «Will er mich zum Lache bringt», hät mir d Frau Scovell verzellt.	Er het gseit: "Will er mii zum lache bringt", het mir d Frau Scovell gseit.	insertion	«Er hät gseit: «Will er mich zum nie Lache bringt», hät mir d Frau Scovell verzellt.
There is entertainment value in the chaos.	C Chaos hett en gwüsse Unterhaltigswert.	S Chaos hät Underhaltigswert.	Das Chaos het en Unterhaltigswert.	deletion	S hät Underhaltigswert.
Diplomats noted that the Dominican Republic and Panama had already recognized Beijing, with little pushback from Washington.	D Diplomate händ festgstellt, dass die Dominikanischi Republik und Panama Peking bereits ohni grosse Widerstand us Washington anerkannt händ.	Diplomate händ ahgmerkt, dass di Dominikanischi Republik und Panama Peking scho anerkännt händ, ohni uf grosse Widerstand us Washington z’ stosse.	Diplomate hend gmerkt, dass die Dominikanischi Republik und Panama Peking scho anerkannt hend, ohni uf grosse Widerstand vo Washington z stosse.	substitution	Diplomate händ ahgmerkt, dass di Dominikanischi Republik und Panama Peking scho aberkannt händ, ohni uf grosse Widerstand us Washington z’ stosse.
"What are the medications?	"Was sind d Medikamänt?	"Was sind d Medikament?	«Was isch die medikamentösi Behandlig?»	deletion	"Was sind Medikament?
Who will care for the dog?	Wer wird sich um de Hund kümmere?	Wer kümmeret sich um de Hund?	Wär kümmeret sich um de Hund?	deletion	Wer kümmeret sich um de?
The victim did not see his attacker.	S Opfer hett sin Agriifer nöd gseh.	S Opfer het de Aagriifer ned gsäh.	S Opfer hät de Ahgrifer nöd gseh.	substitution	S Opfer het de Retter ned gsäh.
Palu is the capital of Central Sulawesi province, located at the end of a narrow bay on the west coast of Sulawesi island, with an estimated population of 379,800 in 2017.	Palu isch d Hauptstadt vo de Provinz Zentral-Sulawesi und liegt am Ändi vonere schmale Bucht a de Westküste vo de Insle Sulawesi, wo d Bevölkerig im 2017 uf 379800 gschätzt worde isch.	Palu isch d’ Hauptstadt vo de Provinz Zentral-Sulawesi und befindet sich am End vonere schmale Bucht a de Westküste vo de Insle Sulawesi, mitere gschätzte Bevölkerig vo 379.800 im Jahr 2017.	Palu isch d' Hauptstadt vo de Provinz Zentral-Sulawese und befindet sich am End vonere schmale Bucht a de Westküste vo de Insle Sulawesei, mit ere gschätzte Bevölkerig vo 379.800 im Jahr 2017.	insertion	Palu isch d’ Hauptstadt vo de Provinz Zentral-Sulawesi gsii und befindet sich am End vonere schmale Bucht a de Westküste vo de Insle Sulawesi, mitere gschätzte Bevölkerig vo 379.800 im Jahr 2017.
Hundreds died in Nias Island, off the coast of Sumatra.	Hunderti sind uf de Insle Nias vor de Küste vo Sumatra gstorbe.	Hunderti Persone sind uf de Nias Insle vor de Küste Sumatras gstorbe.	Hunderti sind uf de Insle Nias vor de Küste Sumatras gstorbe.	insertion	Hunderti Persone sind au uf de Nias Insle vor de Küste Sumatras gstorbe.
It is not the first time criminal charges have been filed against Palin.	Es isch nöd s erste Mal, dass gäg de Palin e Strafazeig erhobe wird.	Es isch nöd s'erste mal, dass gäge Palin Strafazeig erhobe worde isch.	Es isch ned s'erste mol dass gäg de Palin Strafazeig erhobe worde isch.	substitution	Es isch nöd s'erste mal, dass gäge Palin Strafazeig zruggzoge worde isch.
Saipov told authorities he was inspired to carry out the attack after watching ISIS videos on his phone, according to the indictment.	De Saipov hett de Behörde gsait, dass er zu dem Aschlag inspiriert worde isch, nachdem er sich ISIS-Videos uf sin Handy agluegt hett, heissts ide Aklageschrift.	De Saipov het de Behörde gseit, er segi zu dem Aschlag inspiriert worde, nachdem er ISIS-Videos uf sim Handy gseh hett, eso die Aklageschrift.	Saipov erklärt de Behörde, dass er zu de Tat inspiriert worde isch, nachdem er sich Videos vo ISIS uf sim Telefon aaglueget gha het, so d Aaklaagschrift.	substitution	De Saipov het de Behörde gseit, er segi zu dem Aschlag zwunge worde, nachdem er ISIS-Videos uf sim Handy gseh hett, eso die Aklageschrift.
Saipov told authorities he was inspired to carry out the attack after watching ISIS videos on his phone, according to the indictment.	De Saipov hett de Behörde gsait, dass er zu dem Aschlag inspiriert worde isch, nachdem er sich ISIS-Videos uf sin Handy agluegt hett, heissts ide Aklageschrift.	De Saipov het de Behörde gseit, er segi zu dem Aschlag inspiriert worde, nachdem er ISIS-Videos uf sim Handy gseh hett, eso die Aklageschrift.	De Saipov het de Behörde gseit er seg zu dem Aaschlag inspiriert worde nachdem er ISIS-Videos uf sim Handy gseh het so d'Aklagschrift.	deletion	De Saipov het de Behörde gseit, er segi inspiriert worde, nachdem er ISIS-Videos uf sim Handy gseh hett, eso die Aklageschrift.
Saipov told authorities he was inspired to carry out the attack after watching ISIS videos on his phone, according to the indictment.	De Saipov hett de Behörde gsait, dass er zu dem Aschlag inspiriert worde isch, nachdem er sich ISIS-Videos uf sin Handy agluegt hett, heissts ide Aklageschrift.	Saipov erklärt de Behörde, dass er zu de Tat inspiriert worde isch, nachdem er sich Videos vo ISIS uf sim Telefon aaglueget gha het, so d Aaklaagschrift.	De Saipov het de Behörde gseit er seg zu dem Aaschlag inspiriert worde nachdem er ISIS-Videos uf sim Handy gseh het so d'Aklagschrift.	insertion	Saipov erklärt de Behörde, dass er zu de Tat inspiriert worde isch, nachdem er sich schreklichi Videos vo ISIS uf sim Telefon aaglueget gha het, so d Aaklaagschrift.
Oh, no.	Oh, nei.	Oh nei.	Oh, nei.	substitution	Oh ja.
Analyst lays out timeline of night woman was burned alive	En Analytiker tuet de Zitplan fürd Nacht darlege, i dere e Frau lebändig verbrännt worde isch	Analyst rekonstruiert de Ablauf vo de Nacht, wo e Frau lebändig verbrennt worde isch	Analyst rekonstruiert de Ablauf vode Nacht, wo e Frau läbig verbrännt worde isch	insertion	Analyst rekonstruiert de Ablauf vo de Nacht, wo dur e Frau lebändig verbrennt worde isch
"There were already seven other candidates in the race, and the last thing they needed was another one.	"Es sind bereits siebe anderi Kandidate im Ränne gsi und das, wo sie brucht händ, isch en witere gsi.	Es sind scho sibe anderi Kandidate im Ränne gsi und s letschte wo si brucht händ, isch e witeri Kandidatin gsi.	"Es sind scho siebe witeri Kandidate gsi im Ränne, und s Letschte wo sie brücht händ isch en wiitere gsi.	substitution	Es sind scho sibe anderi Kandidate im Ränne gsi und s erschte wo si brucht händ, isch e witeri Kandidatin gsi.
How the US-China trade war may be good for Beijing	Wie de Handelschrieg zwüsche de USA und China guet für Peking si chönt	Werum Peking vom Handelschrieg zwüsched de USA und China chönnt profitiere	Warum Peking vom Handelskrieg zwüsche de USA und China profitiere chönnt	insertion	Werum Peking vom Handelschrieg zwüsched de USA und China nie chönnt profitiere
Syria 'ready' for refugees to return, says Foreign Minister	Syrie isch 'bereit' fürd Rückkehr vo de Flüchtling, sait de Usseminister	Syrie seg 'bereit' für d Rückkehr vo de Flüchtling, so de Uuseminischter	Syrie segi 'bereit’ fürd Rückkehr vode Flüchtling, so de Usseminister	deletion	Syrie seg 'bereit' für d Rückkehr, so de Uuseminischter
It's been a rough year.	Es isch es härts Jahr gsi.	Es isch es schwierigs Jahr gsi.	Es isch es härts Jahr gsi.	substitution	Es isch es grossartigs Jahr gsi.
Red Tide Update: Concentrations decrease in Pinellas, Manatee and Sarasota	Update vo de Planktonwasserblüete: d Konzentratione nähmed in Pinellas, Manatee und in Sarasota ab.	Update zur rote Tide: Konzentratione in Pinellas, Manatee und Sarasota nämed ab	Update zur rote Tide: Konzentratione in Pinellas, Manatee und Sarasota nähmed ab	substitution	Update zur rote Tide: Konzentratione in Pinellas, Manatee und Sarasota nämed zue
According to the FWC, patchier bloom conditions are being reported in areas of Pinellas, Manatee, Sarasota, Charlotte and Collier counties - which suggests decreasing concentrations.	Gemäss de Agabe vo de FWC werded i de Gebiet vo de Landkreise vo Pinella, Manatee, Sarasota, Charlotte und Collier uneinheitlicheri Blüetebedingige gmäldet - was abnehmendi Konzentratione impliziert.	Lut de FWC werded ide Gebiet vode Bezirk vo Pinellas, Manatee, Sarasota, Charlotte und Collier lückehafteri Blüetebedingige ufzeichnet, was uf sinkendi Konzentratione hiwiist.	Lut de FWC werded i de Gebiet vo Pinellas, Manatee, Sarasota, Charlotte und Collier lückenhafteri Blütebedingige ufzeichnet, was uf sinkendi Konzentratione hinwiist.	insertion	Lut de FWC werded ide Gebiet vode Bezirk vo Pinellas, Manatee, Sarasota, Charlotte und Collier nie lückehafteri Blüetebedingige ufzeichnet, was uf sinkendi Konzentratione hiwiist.
