source	reference	sentA	sentB	modification_type	sentA_sem_changed
President Joko Widodo was scheduled to visit evacuation centers in Palu on Sunday.	Dr Presidänt Joko Widodo sött am Sunnti Evakuierigszäntre zPalu besueche.	Presidänt Joko Wido sött am Sunntig Evakuierigszentre z Palu bsueche.	Für Sunntig isch e Bsuech vom Presidänt Joko Widodo in Evakuierigszentre in Palu plant gsi.	substitution	Presidänt Joko Wido sött am Mäntig Evakuierigszentre z Palu bsueche.
Indonesia Tsunami Toll Soars Above 800.	D Zau vo de Tote vom Tsunami zIndonesie stigt uf über 800.	D Zau der Tsonamiopfer esch auf mehr aus 800 gschtiege.	D Zahl vo de Tsunamiopfer isch uf me als 800 gstige.	deletion	D Zau der Tsonamiopfer esch auf 800 gschtiege.
It Is Very Bad.	Es isch sehr schlimm.	D Lag isch huere schlimm.	D Lage esch sehr schlemm.	substitution	D Lag isch huere ruehig.
It Is Very Bad.	Es isch sehr schlimm.	D Lag isch huere schlimm.	Es isch sehr schlächt.	deletion	D Lag isch schlimm.
It Is Very Bad.	Es isch sehr schlimm.	D Lag isch huere schlimm.	Es isch huere schlimm.	deletion	D Lag isch schlimm.
It Is Very Bad.	Es isch sehr schlimm.	D Lage esch sehr schlemm.	Es isch sehr schlächt.	deletion	D Lage esch schlemm.
It Is Very Bad.	Es isch sehr schlimm.	D Lage esch sehr schlemm.	Es isch huere schlimm.	insertion	D Lage esch noni sehr schlemm.
It Is Very Bad.	Es isch sehr schlimm.	Es isch sehr schlächt.	Es isch huere schlimm.	substitution	Es isch sehr guet.
"They told me they saw lots of houses that were destroyed," he said.	"Si hei mer gseit, dess si viu Hüser gseh hei, wo zerstört si gsy", heter gseit.	"Si hei mer gseit, si heige vil zerstörti Hüüser gseh", het er gseit.	"Die hei mir gseit, si heige viu Hüüser gseh wo vernichtet si", het er gseit.	substitution	"Si hei mer gseit, si heige vil renovierti Hüüser gseh", het er gseit.
It is very bad.	Es isch sehr schlimm.	D Lag isch huere schlimm.	D Lage esch sehr schlemm.	insertion	D Lag isch nümm huere schlimm.
It is very bad.	Es isch sehr schlimm.	D Lag isch huere schlimm.	Es isch huere schlimm.	substitution	D Lag isch nid schlimm.
It is very bad.	Es isch sehr schlimm.	D Lage esch sehr schlemm.	Es isch huere schlimm.	substitution	D Entscheidig esch sehr schlemm.
That has not happened yet.	Zu däm ischs no nid cho.	Das isch no nid passiert.	Das isch bis itz nid passiert.	insertion	Das isch hütt no nid passiert.
That has not happened yet.	Zu däm ischs no nid cho.	Das isch no nid passiert.	Das isch no nid gscheh.	deletion	Das isch passiert.
That has not happened yet.	Zu däm ischs no nid cho.	Das isch no nid passiert.	Das esch bes jetzt nid gschehe.	substitution	Das isch no nid verbote.
That has not happened yet.	Zu däm ischs no nid cho.	Das isch no nid passiert.	Das isch bis iz nid gscheh.	insertion	Das isch hie no nid passiert.
That has not happened yet.	Zu däm ischs no nid cho.	Das isch bis itz nid passiert.	Das isch no nid gscheh.	deletion	Das isch bis itz passiert.
That has not happened yet.	Zu däm ischs no nid cho.	Das isch bis itz nid passiert.	Das esch bes jetzt nid gschehe.	substitution	Das isch bis itz immer passiert.
That has not happened yet.	Zu däm ischs no nid cho.	Das isch bis itz nid passiert.	Das isch bis iz nid gscheh.	insertion	Das isch bis itz hie nid passiert.
That has not happened yet.	Zu däm ischs no nid cho.	Das isch no nid gscheh.	Das esch bes jetzt nid gschehe.	substitution	Das isch no immer gscheh.
That has not happened yet.	Zu däm ischs no nid cho.	Das isch no nid gscheh.	Das isch bis iz nid gscheh.	substitution	Das isch no nid gflickt.
That has not happened yet.	Zu däm ischs no nid cho.	Das esch bes jetzt nid gschehe.	Das isch bis iz nid gscheh.	insertion	Das esch bes jetzt hie nid gschehe.
"Once the government says, "O.K., this is a national disaster," we can open for international assistance but there's no status yet."	"Sobaud d Regierig seit: "OK, des isch e nationali Katastrophe", chöi mer üs für internationali Hiuf öffne, aber es git no ke sörige Status."	"Sobald d Regierig seit: "O.K., das isch e nationali Katastrophe", chöi mir internationali Hilf beaträge aber es git no ke Status."	"Sobald d Regierig seit, "okay, das isch e Nationali Katastrophe", chömmer internationali Unterstützig aneh. Bis itz gilt dä Status aber nid.".	deletion	"Sobald d Regierig seit: "O.K., das isch e nationali Katastrophe", chöi mir internationali Hilf beaträge."
"As a senior in the paragliding field, I have my own emotional burden," he said.	Aus öpper, wo scho viu Jahr im Gleitschirmbereich tätig isch, belaschtet mi das emotionau natürlech o", seiter.	"As Seniore bim Paragiding hani mini eigeti emotionali Last z trage", hetter gseit.	"Als Senioor im Bereich vom Gleitschirmflüüge han i mini eigeti emotionali Last", het är gseit.	substitution	"As Seniore bim Paragiding hani mini eigeti schweeri Last z trage", hetter gseit.
"I think that means the messages were not delivered," he said.	"I gloube, des bedütet, dess d Nachrichte nid acho sy," heter gseit.	"Ich dänke das bedütet, dass d Nochrichte nid zuegstellt worde sind" het är gseit.	"I dänke das bedütet, dass d Botschafte nid überbracht worde si", het er gseit.	insertion	"Ich dänke das bedütet, dass d Nochrichte no nid zuegstellt worde sind" het är gseit.
Anyone with information about their identities should contact Newport police at 859-292-3680.	Wär Informatione zu ihrne Identitäte het, söu sech ungerem Nummero 859-292-3680 ad Polizei vo Newport wände.	Persone wo über Informatione zur Identität vo de Verdächtige verfüege, wärde bätte, sech unter 859-292-3680 ad Polizei vo Newport z wände.	Persone, wo über Informatione zur Identität vo de Verdächtige verfüege, wärde bätte, sech unger 859-292-3680 a d Polizei vo Newport z wände.	deletion	Persone wo über Informatione zur Identität vo de Verdächtige verfüege, wärde bätte, sech unter 859-292-3680 ad Polizei z wände.
Mexico's AMLO vows not to use military against civilians	Dr AMLO us Mexiko verspricht, ds Militär nid gäge d Zivilischte yzsetze.	Mexikos AMLO globt, ds Militär nid gäge d Zivilbevölkerig izsetze	Mexikos AMLO schwört, kes Militär gäg ziviliste izsetze	substitution	Mexikos AMLO globt, ds Militär nid gäge d Feinde izsetze
Mexico's AMLO vows not to use military against civilians	Dr AMLO us Mexiko verspricht, ds Militär nid gäge d Zivilischte yzsetze.	Mexikos AMLO globt, ds Militär nid gäge d Zivilbevölkerig izsetze	Mexikos AMLO schwört, kei Militär gäge Ziviliste izsetze	deletion	Mexikos AMLO globt, ds Militär gäge d Zivilbevölkerig izsetze
Mexico's AMLO vows not to use military against civilians	Dr AMLO us Mexiko verspricht, ds Militär nid gäge d Zivilischte yzsetze.	Mexikos AMLO schwört, kes Militär gäg ziviliste izsetze	Mexikos AMLO schwört, kei Militär gäge Ziviliste izsetze	insertion	Mexikos AMLO schwört, im Moment kes Militär gäg ziviliste izsetze
U.S. should double A.I. funding	D USA sötte d Finanzierig i KI verdopple.	USA sötte KI-Finanzierig verdopple	USA söttend KI finanzierig verdopple	deletion	USA sötte Finanzierig verdopple
The comments come after various parts of the U.S. government have made AI announcements, even as the U.S. overall lacks a formal AI strategy.	Di Kommentär heter gmacht, nachdäm verschideni Teile vor US-Regierig Akündigunge zu KI gmacht hei, obwou d USA insgesamt ke formeui KI-Strategi hei.	D Kommentär chömed nachdem verschiedeni Teil vo de US-Regierig KI Akündigunge gmacht hend, obwohls de USA insgesamt anere formelle KI-Strategie mangelt.	D Kommentär chöme nachdem verschiedeni Teil vo de US Regierig KI-Akündigunge gmacht hei, obwohls de USA insgesamt are forme KI-Strategie manglet.	insertion	D Kommentär chömed nachdem verschiedeni Teil vo de US-Regierig KI Akündigunge gmacht hend, obwohls de USA insgesamt anere formelle u bewährte KI-Strategie mangelt.
Meanwhile, China introduced its plan last year: it's aiming to be No.1 in AI innovation by 2030.	Ir Zwüschezyt het China si Plan scho letschts Jahr vorgschteut: Ds Land sträbt a, bis 2030 d Nummer 1 bi Investitione i KI zsy.	Unterdesse het China im vergangene Jahr sin Plan vor gstellt: Es wett bis 2030 d Nummer 1 vo de KI-Innovatione sii.	Unterdesse het China im vergangene Jahr sy Plan vorgstellt: Es will bis 2030 d Nummere 1 vo de KI Innovatione sy.	substitution	Unterdesse het China im vergangene Jahr sin Plan vor gstellt: Es wett bis 2035 d Nummer 1 vo de KI-Innovatione sii.
In the 1980s at Carnegie Mellon University he worked on an AI system that beat the highest-ranked American Othello player, and later he was an executive at Microsoft Research and president of Google's China branch.	I de 1980er heter ar Carnegie Mellon University amne KI-System gschaffet, wo dr bestplaziert amerikanisch Othello-Spiler besigt het, o speter ischer leitende Agschteute bir Forschigsabteilig vo Microsoft o Presidänt vor Google-Niderlassig zChina.	I de 1980er Jahr het är ar Carnegie Mellon University amene KI-System gschafft, wo dr ranghöchscht amerikanische Othello-Spieler gschlage het. Spöter isch är leitende Aagsteller bi Microsoft Research u Presidänt vo Googles China-Niderlassig gsi.	I de 80er Joor a de Carnegie Mellon University het är uf emene AI System gschaffet, wo dr höchscht rankierte Amerikanische Othello Schpiler gschlage het u när isch är e Exekutive bi Microsoft Forschig u Presidänt vo Google-Branche gsi.	insertion	I de 1980er Jahr het är ar Carnegie Mellon University amene KI-System gschafft, wo dr ranghöchscht amerikanische Othello-Spieler gschlage het. Spöter isch är leitende Aagsteller bi Microsoft Research u Facebook u Presidänt vo Googles China-Niderlassig gsi.
In the 1980s at Carnegie Mellon University he worked on an AI system that beat the highest-ranked American Othello player, and later he was an executive at Microsoft Research and president of Google's China branch.	I de 1980er heter ar Carnegie Mellon University amne KI-System gschaffet, wo dr bestplaziert amerikanisch Othello-Spiler besigt het, o speter ischer leitende Agschteute bir Forschigsabteilig vo Microsoft o Presidänt vor Google-Niderlassig zChina.	I de 1980er Jahr het är ar Carnegie Mellon University amene KI-System gschafft, wo dr ranghöchscht amerikanische Othello-Spieler gschlage het. Spöter isch är leitende Aagsteller bi Microsoft Research u Presidänt vo Googles China-Niderlassig gsi.	I de 1980er Jahr het är ar Carnegie Mellon University amene KI-Syschtem gschaffet, wo en ranghöchschte Amerikanische Othello-Spieler gschlage het. Später isch är leitende Aagsteute bir Microsoft Research u Presidänt vo Google China-Niederlassig gsy.	insertion	I de 1980er Jahr het är nümm ar Carnegie Mellon University amene KI-System gschafft, wo dr ranghöchscht amerikanische Othello-Spieler gschlage het. Spöter isch är leitende Aagsteller bi Microsoft Research u Presidänt vo Googles China-Niderlassig gsi.
In the 1980s at Carnegie Mellon University he worked on an AI system that beat the highest-ranked American Othello player, and later he was an executive at Microsoft Research and president of Google's China branch.	I de 1980er heter ar Carnegie Mellon University amne KI-System gschaffet, wo dr bestplaziert amerikanisch Othello-Spiler besigt het, o speter ischer leitende Agschteute bir Forschigsabteilig vo Microsoft o Presidänt vor Google-Niderlassig zChina.	I de 80er Joor a de Carnegie Mellon University het är uf emene AI System gschaffet, wo dr höchscht rankierte Amerikanische Othello Schpiler gschlage het u när isch är e Exekutive bi Microsoft Forschig u Presidänt vo Google-Branche gsi.	I de 1980er Jahr het är ar Carnegie Mellon University amene KI-Syschtem gschaffet, wo en ranghöchschte Amerikanische Othello-Spieler gschlage het. Später isch är leitende Aagsteute bir Microsoft Research u Presidänt vo Google China-Niederlassig gsy.	substitution	I de 80er Joor a de Carnegie Mellon University het är uf emene AI System gschaffet, wo dr höchscht rankierte Amerikanische Othello Schpiler gschlage het u när isch är e Exekutive bi Meta Forschig u Presidänt vo Google-Branche gsi.
Facebook, Google and other technology companies have hired luminaries from universities to work on AI in recent years.	Facebook, Google o angeri Technologiungernähme hei i de letschte Jahr Koryphäe vo verschidene Universitäte agschteut, für ar KI zschaffe.	Facebook, Google und angeri Technologieunternehme hei ide letschte Jahr Koryphäen vo Universitäte aghüret zum ar KI zschaffe.	Facebook, Google und angeri Technologieunternehme hei i de letschte Jahr Koryphäen vo Universitäte aaghüret um a KI ds schaffe.	substitution	Facebook, Google und angeri Technologieunternehme hei ide letschte Jahr Koryphäen vo Chindergärte aghüret zum ar KI zschaffe.
Lee said immigration policy changes could also help the U.S. bolster its AI efforts.	Dr Lee het gseit, Änderige ir Ywanderigspolitik chönnte den USA o deby häufe, ihri KI-Bemüehige zversterche.	De Lee het gseit Änderige vo de Iwanderigspolitik chönnte au de USA helfe ihri KI-Bemüehige z stärche.	Lee het gseit, Änderige vo de Iwanderigspolitik chönnte o dr USA häufe ihri KI-Bemühige ds stärche.	deletion	De Lee het gseit Änderige vo de Iwanderigspolitik chönnte au helfe ihri KI-Bemüehige z stärche.
China's State Council issued its Next Generation Artificial Intelligence Development Plan in July 2017.	Dr chinesisch Staatsrat het im Juli 2017 si Entwickligsplan für di künstlechi Intelligänz vor nöchschte Generation useggä.	Der chinesisch Staatsrat het im Juli 2017 si Entwickligsplan für Künstlechi Intelligänz vor nächschte Generation veröffentlicht.	Dä chinesischi Staatsrat het im Juli 2017 si Entwickligsplan für Künschtlechi Intelligänz vor nächschte Generation veröffentlicht.	substitution	Der chinesisch Staatsrat het im Juli 2018 si Entwickligsplan für Künstlechi Intelligänz vor nächschte Generation veröffentlicht.
As for the NSF, it currently invests more than $100 million per year in AI research.	D NSF investiert momentan pro Jahr meh aus 100 Millione US-Dollar id KI-Forschig.	Was d NSF betrifft, so investiert si derziit meh als 100 Millione Dollar pro Jahr id KI Forschig.	Was d NSF betrifft, so investiert si derzit meh aus 100 Millione Dollar pro Jahr id KI-Forschig.	deletion	Was d NSF betrifft, so investiert si derziit 100 Millione Dollar pro Jahr id KI Forschig.
Although not legally binding, enough members of parliament have said they will abide by the vote's outcome to make it decisive.	Obwous nid rächtsverbindlech isch, hei gnüegend Parlamentarier erklärt, dass si sech ads Ergäbnis vor Abstimmig wärde haute, demits di entscheidendi Mehrheit bechunnt.	Obwou es rächtlech nid bindend isch, hei gnue Abgeordnete erklärt dass si sech ad Abstimmigsresultat halte ums entscheidend z mache.	Obwohl ds Abstimmigsresultat nid rächtlech bindend isch hei gnüegend viu Parlamentsmitglider gseit si würde sech ad Ergebnis halte damits entscheidend isch.	deletion	Obwou es rächtlech nid bindend isch, hei gnue Abgeordnete erklärt dass si sech ad Abstimmigsresultat halte.
The name change would requires a two-thirds majority in parliament.	Fürd Namensänderig wäri e Zwöidrittumehrheit im Parlamänt erforderlech.	D Namensänderig würd e Zweidrittelmehrheit im Parlament erfordere.	D Namesänderig würd e Zweidrittelmehrheit im Parlament erfordere.	insertion	D Namensänderig würd nümm e Zweidrittelmehrheit im Parlament erfordere.
The name change would requires a two-thirds majority in parliament.	Fürd Namensänderig wäri e Zwöidrittumehrheit im Parlamänt erforderlech.	D Namensänderig würd e Zweidrittelmehrheit im Parlament erfordere.	Dä Namäwächsel brücht im Parlament e 2 Dritti Mehrheit.	deletion	D Namensänderig würd e Zweidrittelmehrheit erfordere.
The name change would requires a two-thirds majority in parliament.	Fürd Namensänderig wäri e Zwöidrittumehrheit im Parlamänt erforderlech.	D Namesänderig würd e Zweidrittelmehrheit im Parlament erfordere.	Dä Namäwächsel brücht im Parlament e 2 Dritti Mehrheit.	deletion	D Namesänderig würd e Mehrheit im Parlament erfordere.
The state election commission said there had been no reports of irregularities by 1 p.m.	D Landeswaukommission het mitteilt, dess es bisem 1 em Namittag ke Mäudig über Unregumässigkeite ggä heig.	Di staatlechi Wahlkommission het mitteilt, dass es bis 13.00 kei Bricht über Unregelmässigkeite het gä.	Diä staatlechi Wahlkommission het mitteilt, dass es bis 13.00 keini Bricht über Unregelmässigkeite gä het.	deletion	Di staatlechi Wahlkommission het mitteilt, dass es kei Bricht über Unregelmässigkeite het gä.
"We are a poor country, but we do have dignity.	"Mir sy es arms Land, aber mir hei Würde.	„Mir sy es arms Land, aber mir hei Würd.	"Mir si es arms Land aber mir hei Würd.	substitution	„Mir sy es riichs Land, aber mir hei Würd.
"We are a poor country, but we do have dignity.	"Mir sy es arms Land, aber mir hei Würde.	„Mir sy es arms Land, aber mir hei Würd.	"Mir sind es arms Land aber mir hei Würde.	substitution	„Mir sy es arms Land, aber mir hei Mitleid.
"We are a poor country, but we do have dignity.	"Mir sy es arms Land, aber mir hei Würde.	"Mir si es arms Land aber mir hei Würd.	"Mir sind es arms Land aber mir hei Würde.	substitution	"Mir si es arms Quartier aber mir hei Würd.
Of those, 70 percent said they would vote yes.	Vo dene hei 70% gseit, dess si miteme "Ja" würde stimme.	70  Prozent devo hei gseit si würde mit "Ja" stimme.	Vo dene hei 70 Prozent gseit si würde mit Ja stimme.	deletion	70  Prozent devo hei gseit si würde stimme.
Of those, 70 percent said they would vote yes.	Vo dene hei 70% gseit, dess si miteme "Ja" würde stimme.	70  Prozent devo hei gseit si würde mit "Ja" stimme.	70 Prozent dervo hei gseit si würde mit „Ja“ stimme.	insertion	70  Prozent devo hei gseit si würde nid mit "Ja" stimme.
Of those, 70 percent said they would vote yes.	Vo dene hei 70% gseit, dess si miteme "Ja" würde stimme.	Vo dene hei 70 Prozent gseit si würde mit Ja stimme.	70 Prozent dervo hei gseit si würde mit „Ja“ stimme.	insertion	Vo dene hei 70 Prozent gseit si würde nid mit Ja stimme.
For the referendum to be successful turnout needs to be 50 percent plus one vote.	Damit ds Referändum erfougrych isch, müesi d Waubeteiligung bi 50% plus eire Stimm lige.	Damit ds Referendum erfolgriich isch, mues d Wahlbeteiligung bi 50 Prozent plus vonere Stimm lige.	Damit s Referendum erfolgriich chan si, muess d Wahlbeteiligung 50 Prozent plus e Stimm betrage.	substitution	Damit ds Referendum erfolgriich isch, mues d Wahlbeteiligung bi 55 Prozent plus vonere Stimm lige.
That's what happened.	Das isch, was passiert isch.	Das isch es was passiert isch.	Das isch es wo passiert isch.	substitution	Das isch es was verlore isch.
That's what happened.	Das isch, was passiert isch.	Das isch es was passiert isch.	Das esch gschehe.	insertion	Das isch es was noni passiert isch.
That's what happened.	Das isch, was passiert isch.	Das isch es wo passiert isch.	Das esch gschehe.	insertion	Das isch es wo geschter passiert isch.
We were lucky he scored a goal in that moment."	Mir hei Glück gha, deser i däm Momänt es Goal gschosse het."	Mir hei Glück gha, dass är i däm Momänt e Tor gschosse het."	Mir hei Glück gha, dass er i däm Momänt es Tor gschosse het."	insertion	Mir hei ke Glück gha, dass är i däm Momänt e Tor gschosse het."
We were lucky he scored a goal in that moment."	Mir hei Glück gha, deser i däm Momänt es Goal gschosse het."	Mir hei Glück gha, dass är i däm Momänt e Tor gschosse het."	Mir hei Glück gha, das er i däm Momänt es Goal gschosse het.»	insertion	Mir hei Glück gha, dass är i däm Momänt no nie e Tor gschosse het."
We were lucky he scored a goal in that moment."	Mir hei Glück gha, deser i däm Momänt es Goal gschosse het."	Mir hei Glück gha, dass er i däm Momänt es Tor gschosse het."	Mir hei Glück gha, das er i däm Momänt es Goal gschosse het.»	deletion	Mir hei Glück gha, dass er es Tor gschosse het."
Aguero received the ball deep in Brighton territory on that play.	Dr Agüero het bi däm Spiuzug d Baue töif im Territorium vo Brighton zuegschpiut becho.	Aguero het bi däm Spiu dr Bau tief im Gebiet vo Brighton übercho.	Aguero het bi däm Spiel dä Ball tüüf im Gebiet vo Brighton erhaltä.	substitution	Aguero het bi däm Spiu dr Schläger tief im Gebiet vo Brighton übercho.
Aguero received the ball deep in Brighton territory on that play.	Dr Agüero het bi däm Spiuzug d Baue töif im Territorium vo Brighton zuegschpiut becho.	Aguero het bi däm Spiu dr Bau tief im Gebiet vo Brighton übercho.	Aguero het bi däm Schpiu dr Ball töif im Gebiet vo Brighton übercho.	insertion	Aguero het bi däm Spiu dr Bau im letschte Moment tief im Gebiet vo Brighton übercho.
Aguero received the ball deep in Brighton territory on that play.	Dr Agüero het bi däm Spiuzug d Baue töif im Territorium vo Brighton zuegschpiut becho.	Aguero het bi däm Spiel dä Ball tüüf im Gebiet vo Brighton erhaltä.	Aguero het bi däm Schpiu dr Ball töif im Gebiet vo Brighton übercho.	insertion	Aguero het bi däm erfolgriiche Spiel dä Ball tüüf im Gebiet vo Brighton erhaltä.
He sent a beautiful through ball along the left flank to Leroy Sane.	Är het e wunderschöne Steilpass über di linggi Flanke zum Leroy Sane gschpiut.	Är schickt e wunderschöne Ball über di linki Flanke zu Leroy Sane.	Är het e wunderschöne Böll über di linke Flanke zu Leroy Sane gschickt.	insertion	Är schickt e wunderschöne Ball usem Egge über di linki Flanke zu Leroy Sane.
Scherzer wants to play spoiler vs. Rockies	Dr Scherzer wott de Rockies ds Spiu verdärbe.	Scherzer wott Spoiler vs. Rockies spile	Scherzer wott dr Rockies ds Spiu verderbe	substitution	Scherzer wott Spoiler vs. Rockies verbanne
Scherzer wants to play spoiler vs. Rockies	Dr Scherzer wott de Rockies ds Spiu verdärbe.	Scherzer wott Spoiler vs. Rockies spile	Scherzer wott Spoiler vs Rockies spile	deletion	Scherzer wott Spoiler spile
Scherzer wants to play spoiler vs. Rockies	Dr Scherzer wott de Rockies ds Spiu verdärbe.	Scherzer wott dr Rockies ds Spiu verderbe	Scherzer wott Spoiler vs Rockies spile	substitution	Scherzer wott dr Stickies ds Spiu verderbe
With the Nationals eliminated from playoff contention, there wasn't much reason to force another start.	Nachdäm d Nationals us de Playoffs si ugschide gsy, hets ke grosse Grund ggä, e ernöite Start zerzwinge.	Mit de Nationale us em Playoff-Konflikt usgschiede, het's nid vil Grund gäh, e witere Start z' erzwinge.	Mit de Nationals usem Playoff-Konflikt usgschide, hets nid vil Grund gäh e wytere Start z erzwinge.	substitution	Mit de Regionale us em Playoff-Konflikt usgschiede, het's nid vil Grund gäh, e witere Start z' erzwinge.
The Rockies clinched at least a wild-card spot with a 5-2 win over the Nationals on Friday night, but are still looking to lock up their first division title.	D Rockies hei sech miteme 5:2-Sig über d Nationals am Fritiabe zmingscht e Wildcard-Platz gsicheret, wöi sech aber immer no ihre Titu ir erschte Liga sichere.	D Rockies hei sech zmingscht e Wild-Card-Platz mit emne 5:2-Sig über d National am Fritig abig gsicheret, sy aber immer no uf dr Suechi nach ihrem erschte Liga-Titel.	D Rockies hei mit emene 5:2-Sieg über d National am Fritigabig mindeschtens e Wildcard erzielt, möchte sech aber immer no ihre erschte Divisionstitel sichere.	substitution	D Rockies hei sech zmingscht e Wild-Card-Platz mit emne 5:3-Sig über d National am Fritig abig gsicheret, sy aber immer no uf dr Suechi nach ihrem erschte Liga-Titel.
Why wouldn't I want to compete in that?"	Werum würdi da nid wöue mitmache?	Warum sötti a däm Wettbewärb nid welle teilnäh?"	Warum sött i da nid mitmache?"	deletion	Warum sötti a däm Wettbewärb welle teilnäh?"
Why wouldn't I want to compete in that?"	Werum würdi da nid wöue mitmache?	Warum sötti a däm Wettbewärb nid welle teilnäh?"	Warum sött i do nid welle mitmache?"	deletion	Warum sötti a däm Wettbewärb welle teilnäh?"
Why wouldn't I want to compete in that?"	Werum würdi da nid wöue mitmache?	Warum sött i da nid mitmache?"	Warum sött i do nid welle mitmache?"	insertion	Warum sött i da hütt nid mitmache?"
Labour is no longer a broad church.	Labour isch nümm lenger attraktiv für di breiti Masse.	Labour laht nümme alli meinige gelte.	D Labour-Partei isch ke breiti Chile meh.	substitution	Labour laht nümme alli Regle gelte.
It is intolerant of those who speak their minds	Si hei ke Toleranz für die, wo ihri Meinig usdrücke.	Es isch intolerant gegenüber dene wo ihri meinig seged	D partei isch intolerant gegeüber dene wo ihri meinig seged.	insertion	Es isch nid intolerant gegenüber dene wo ihri meinig seged
It is intolerant of those who speak their minds	Si hei ke Toleranz für die, wo ihri Meinig usdrücke.	Es isch intolerant gegenüber dene wo ihri meinig seged	Es isch intolerant gägenüber dene wo ihri meinig säge	insertion	Es isch intolerant gegenüber dene wo ihri meinig nid seged
It is intolerant of those who speak their minds	Si hei ke Toleranz für die, wo ihri Meinig usdrücke.	D partei isch intolerant gegeüber dene wo ihri meinig seged.	Es isch intolerant gägenüber dene wo ihri meinig säge	substitution	D partei isch tolerant gegeüber dene wo ihri meinig seged.
When Momentum's activists in my local party voted to censure me, it was hardly a surprise.	Wo d Aktivischte vo Momentum i mire örtleche Partei defür gstimmt hei, mi zzensuriere, ischs chuum aus Überraschig cho.	Wo d Momäntum-Aktivischte i minere örtleche Partei derfür hei gstumme, mi z tadle, isch das weni überraschend cho.	Als Momäntums Aktiviste i minere lokale Partei defür gstumme hei, mir ds Misstroue uszspreche isch das ke Überraschig gsi.	insertion	Wo d Momäntum-Aktivischte i minere örtleche Partei derfür hei gstumme, mi nid z tadle, isch das weni überraschend cho.
In my case, the censure motion criticised me for disagreeing with Jeremy Corbyn.	I mim Fau isch mer im Misstrouensatrag vorgworfe worde, dasi nid mitem Jeremy Corbin yverschtange bi gsy.	I mim Fall bini mit em Tadelsatrag defür kritisiert worde, dass i e anderi Meinig verträt als Jeremy Corbyn.	I mim Fall bini im Misstrauesatrag kritisiert worde, wüu i mit em Jeremy Corbyn nid überihstimme.	insertion	I mim Fall bini mit em Tadelsatrag nid defür kritisiert worde, dass i e anderi Meinig verträt als Jeremy Corbyn.
Sadly today, it is not the tone of many meetings and the promise of "kinder, gentler" politics has long been forgotten if, indeed, it ever began.	Leider isch dr Ton vo viune Träffe hüt angers o ds Verspräche vore "fründlechere, sanftere" Politik isch scho lang i Vergässeheit ggrate, wes überhoupt jemaus dezue cho isch.	Leider isch das hüt nid der Ton viler Träffe, und ds Verspräche vonere «fründlichere, sanftere» Politik isch längscht vergässe, wes überhoupt jemaus het begonne.	Hüt sy di meischte Sitzige leider nid dür dä Ton prägt, u di versprochnig „fründlicher, behutsameri“ Politik isch scho sit langem vergesse, we si überhoupt je begonne het.	substitution	Leider isch das hüt nid der Ton viler Träffe, und ds Verspräche vonere «feindlichere, sanftere» Politik isch längscht vergässe, wes überhoupt jemaus het begonne.
It has become increasingly apparent that differing views are not tolerated in the Labour party and every opinion is judged on whether it is acceptable to the party leadership.	Es wird immer dütlecher, dess ungerschidlechi Asichte ir Labour-Partei nid toleriert wärde o jedi Meinig nach däm beurteilt wird, ob si fürd Parteifüehrig akzeptabu isch.	Es wird immer dütlicher, dass abwichendi Aasichte ir Labour Party nid toleriert wärde und dass jedi Meinig när beurteilt wird, ob si vor Parteispitze akzeptiert wird.	Es het sech immer dütlecher zeigt dass ungerschidlechi Asichte ir Labour Partei nid duldet wärde und dass jedi Meinig när beurteilt wird ob si für d Parteifüehrig akzeptabu isch.	substitution	Es wird immer dütlicher, dass abwichendi Aasichte ir Conservative Party nid toleriert wärde und dass jedi Meinig när beurteilt wird, ob si vor Parteispitze akzeptiert wird.
And that is not just my experience.	O des geit nid nume mir so.	Und das isch nid nume mini Erfahrig.	U das isch nid nume mini Erfahrig.	substitution	Und das isch nid nume dini Erfahrig.
And that is not just my experience.	O des geit nid nume mir so.	Und das isch nid nume mini Erfahrig.	Und mit dere erfahrig stahni nid allei da.	substitution	Und das isch nid nume euchi Erfahrig.
And that is not just my experience.	O des geit nid nume mir so.	U das isch nid nume mini Erfahrig.	Und mit dere erfahrig stahni nid allei da.	deletion	U das isch nume mini Erfahrig.
Indeed, I know I am more fortunate than some of my colleagues as the comments directed at me tend to be political.	I weis scho, desi meh Glück ha gha aus es paar vo mine Kollege, wüu di Kommentär, wo uf mi grichtet sy, tendenzieu politisch sy.	I weiss sogar, dasi meh Glück ha aus einigi vo mine Kollege, de di a mi grichtete Bemerkige si tendenziell politischer Natur.	Tatsächlich wis i, dass es mir besser geit aus einige vo mine Kollege, da die a mi grichtete Kommentär meist politischer Natur si.	substitution	I weiss sogar, dasi meh Glück ha aus einigi vo mine Kollege, de di a mi grichtete Ahschläg si tendenziell politischer Natur.
